id,date,store_nbr,family,sales,onpromotion
12,2013-01-01,1,GROCERY I,0.0,0
1794,2013-01-02,1,GROCERY I,2652.0,0
3576,2013-01-03,1,GROCERY I,2121.0,0
5358,2013-01-04,1,GROCERY I,2056.0,0
7140,2013-01-05,1,GROCERY I,2216.0,0
8922,2013-01-06,1,GROCERY I,723.0,0
10704,2013-01-07,1,GROCERY I,2262.0,0
12486,2013-01-08,1,GROCERY I,1782.0,0
14268,2013-01-09,1,GROCERY I,2429.0,0
16050,2013-01-10,1,GROCERY I,1544.0,0
17832,2013-01-11,1,GROCERY I,1750.0,0
19614,2013-01-12,1,GROCERY I,1796.0,0
21396,2013-01-13,1,GROCERY I,961.0,0
23178,2013-01-14,1,GROCERY I,1902.0,0
24960,2013-01-15,1,GROCERY I,1671.0,0
26742,2013-01-16,1,GROCERY I,2387.0,0
28524,2013-01-17,1,GROCERY I,1648.0,0
30306,2013-01-18,1,GROCERY I,1804.0,0
32088,2013-01-19,1,GROCERY I,1956.0,0
33870,2013-01-20,1,GROCERY I,895.0,0
35652,2013-01-21,1,GROCERY I,1679.0,0
37434,2013-01-22,1,GROCERY I,1809.0,0
39216,2013-01-23,1,GROCERY I,2271.0,0
40998,2013-01-24,1,GROCERY I,1868.0,0
42780,2013-01-25,1,GROCERY I,1706.0,0
44562,2013-01-26,1,GROCERY I,1775.0,0
46344,2013-01-27,1,GROCERY I,811.0,0
48126,2013-01-28,1,GROCERY I,1695.0,0
49908,2013-01-29,1,GROCERY I,1575.0,0
51690,2013-01-30,1,GROCERY I,2157.0,0
53472,2013-01-31,1,GROCERY I,1496.0,0
55254,2013-02-01,1,GROCERY I,1808.0,0
57036,2013-02-02,1,GROCERY I,2092.0,0
58818,2013-02-03,1,GROCERY I,810.0,0
60600,2013-02-04,1,GROCERY I,2221.0,0
62382,2013-02-05,1,GROCERY I,1868.0,0
64164,2013-02-06,1,GROCERY I,2056.0,0
65946,2013-02-07,1,GROCERY I,1474.0,0
67728,2013-02-08,1,GROCERY I,1767.0,0
69510,2013-02-09,1,GROCERY I,1552.0,0
71292,2013-02-10,1,GROCERY I,385.0,0
73074,2013-02-11,1,GROCERY I,458.0,0
74856,2013-02-12,1,GROCERY I,628.0,0
76638,2013-02-13,1,GROCERY I,2422.0,0
78420,2013-02-14,1,GROCERY I,1743.0,0
80202,2013-02-15,1,GROCERY I,1713.0,0
81984,2013-02-16,1,GROCERY I,2046.0,0
83766,2013-02-17,1,GROCERY I,630.0,0
85548,2013-02-18,1,GROCERY I,1799.0,0
87330,2013-02-19,1,GROCERY I,1923.0,0
89112,2013-02-20,1,GROCERY I,2246.0,0
90894,2013-02-21,1,GROCERY I,2023.0,0
92676,2013-02-22,1,GROCERY I,1741.0,0
94458,2013-02-23,1,GROCERY I,1851.0,0
96240,2013-02-24,1,GROCERY I,782.0,0
98022,2013-02-25,1,GROCERY I,1897.0,0
99804,2013-02-26,1,GROCERY I,1671.0,0
101586,2013-02-27,1,GROCERY I,2174.0,0
103368,2013-02-28,1,GROCERY I,1667.0,0
105150,2013-03-01,1,GROCERY I,1930.0,0
106932,2013-03-02,1,GROCERY I,1980.0,0
108714,2013-03-03,1,GROCERY I,914.0,0
110496,2013-03-04,1,GROCERY I,2299.0,0
112278,2013-03-05,1,GROCERY I,1746.0,0
114060,2013-03-06,1,GROCERY I,2475.0,0
115842,2013-03-07,1,GROCERY I,1720.0,0
117624,2013-03-08,1,GROCERY I,1893.0,0
119406,2013-03-09,1,GROCERY I,1972.0,0
121188,2013-03-10,1,GROCERY I,854.0,0
122970,2013-03-11,1,GROCERY I,1809.0,0
124752,2013-03-12,1,GROCERY I,1808.0,0
126534,2013-03-13,1,GROCERY I,2010.0,0
128316,2013-03-14,1,GROCERY I,1685.0,0
130098,2013-03-15,1,GROCERY I,1760.0,0
131880,2013-03-16,1,GROCERY I,2082.0,0
133662,2013-03-17,1,GROCERY I,745.0,0
135444,2013-03-18,1,GROCERY I,1830.0,0
137226,2013-03-19,1,GROCERY I,1813.0,0
139008,2013-03-20,1,GROCERY I,2200.0,0
140790,2013-03-21,1,GROCERY I,1791.0,0
142572,2013-03-22,1,GROCERY I,1981.0,0
144354,2013-03-23,1,GROCERY I,1953.0,0
146136,2013-03-24,1,GROCERY I,725.0,0
147918,2013-03-25,1,GROCERY I,1918.0,0
149700,2013-03-26,1,GROCERY I,1768.0,0
151482,2013-03-27,1,GROCERY I,2208.0,0
153264,2013-03-28,1,GROCERY I,1875.0,0
155046,2013-03-29,1,GROCERY I,636.0,0
156828,2013-03-30,1,GROCERY I,1609.0,0
158610,2013-03-31,1,GROCERY I,747.0,0
160392,2013-04-01,1,GROCERY I,2322.0,0
162174,2013-04-02,1,GROCERY I,2133.0,0
163956,2013-04-03,1,GROCERY I,2666.0,0
165738,2013-04-04,1,GROCERY I,1785.0,0
167520,2013-04-05,1,GROCERY I,1950.0,0
169302,2013-04-06,1,GROCERY I,1932.0,0
171084,2013-04-07,1,GROCERY I,796.0,0
172866,2013-04-08,1,GROCERY I,1855.0,0
174648,2013-04-09,1,GROCERY I,1675.0,0
176430,2013-04-10,1,GROCERY I,2466.0,0
178212,2013-04-11,1,GROCERY I,1645.0,0
179994,2013-04-12,1,GROCERY I,1965.0,0
181776,2013-04-13,1,GROCERY I,1853.0,0
183558,2013-04-14,1,GROCERY I,735.0,0
185340,2013-04-15,1,GROCERY I,1871.0,0
187122,2013-04-16,1,GROCERY I,1997.0,0
188904,2013-04-17,1,GROCERY I,2320.0,0
190686,2013-04-18,1,GROCERY I,1814.0,0
192468,2013-04-19,1,GROCERY I,1709.0,0
194250,2013-04-20,1,GROCERY I,1965.0,0
196032,2013-04-21,1,GROCERY I,925.0,0
197814,2013-04-22,1,GROCERY I,1848.0,0
199596,2013-04-23,1,GROCERY I,1906.0,0
201378,2013-04-24,1,GROCERY I,3002.0,0
203160,2013-04-25,1,GROCERY I,1513.0,0
204942,2013-04-26,1,GROCERY I,1894.0,0
206724,2013-04-27,1,GROCERY I,1848.0,0
208506,2013-04-28,1,GROCERY I,813.0,0
210288,2013-04-29,1,GROCERY I,1579.0,0
212070,2013-04-30,1,GROCERY I,1872.0,0
213852,2013-05-01,1,GROCERY I,966.0,0
215634,2013-05-02,1,GROCERY I,1988.0,0
217416,2013-05-03,1,GROCERY I,2321.0,0
219198,2013-05-04,1,GROCERY I,2091.0,0
220980,2013-05-05,1,GROCERY I,1020.0,0
222762,2013-05-06,1,GROCERY I,2162.0,0
224544,2013-05-07,1,GROCERY I,1938.0,0
226326,2013-05-08,1,GROCERY I,2395.0,0
228108,2013-05-09,1,GROCERY I,1746.0,0
229890,2013-05-10,1,GROCERY I,1929.0,0
231672,2013-05-11,1,GROCERY I,2244.0,0
233454,2013-05-12,1,GROCERY I,674.0,0
235236,2013-05-13,1,GROCERY I,1990.0,0
237018,2013-05-14,1,GROCERY I,2006.0,0
238800,2013-05-15,1,GROCERY I,2109.0,0
240582,2013-05-16,1,GROCERY I,1902.0,0
242364,2013-05-17,1,GROCERY I,1988.0,0
244146,2013-05-18,1,GROCERY I,2135.0,0
245928,2013-05-19,1,GROCERY I,764.0,0
247710,2013-05-20,1,GROCERY I,1949.0,0
249492,2013-05-21,1,GROCERY I,1916.0,0
251274,2013-05-22,1,GROCERY I,2098.0,0
253056,2013-05-23,1,GROCERY I,1926.0,0
254838,2013-05-24,1,GROCERY I,650.0,0
256620,2013-05-25,1,GROCERY I,1527.0,0
258402,2013-05-26,1,GROCERY I,590.0,0
260184,2013-05-27,1,GROCERY I,1825.0,0
261966,2013-05-28,1,GROCERY I,1944.0,0
263748,2013-05-29,1,GROCERY I,2590.0,0
265530,2013-05-30,1,GROCERY I,1796.0,0
267312,2013-05-31,1,GROCERY I,2111.0,0
269094,2013-06-01,1,GROCERY I,2252.0,0
270876,2013-06-02,1,GROCERY I,639.0,0
272658,2013-06-03,1,GROCERY I,2403.0,0
274440,2013-06-04,1,GROCERY I,2231.0,0
276222,2013-06-05,1,GROCERY I,2677.0,0
278004,2013-06-06,1,GROCERY I,2060.0,0
279786,2013-06-07,1,GROCERY I,2144.0,0
281568,2013-06-08,1,GROCERY I,2054.0,0
283350,2013-06-09,1,GROCERY I,882.0,0
285132,2013-06-10,1,GROCERY I,2012.0,0
286914,2013-06-11,1,GROCERY I,1967.0,0
288696,2013-06-12,1,GROCERY I,2220.0,0
290478,2013-06-13,1,GROCERY I,1589.0,0
292260,2013-06-14,1,GROCERY I,2105.0,0
294042,2013-06-15,1,GROCERY I,1844.0,0
295824,2013-06-16,1,GROCERY I,633.0,0
297606,2013-06-17,1,GROCERY I,2105.0,0
299388,2013-06-18,1,GROCERY I,1912.0,0
301170,2013-06-19,1,GROCERY I,2834.0,0
302952,2013-06-20,1,GROCERY I,1769.0,0
304734,2013-06-21,1,GROCERY I,1763.0,0
306516,2013-06-22,1,GROCERY I,1776.0,0
308298,2013-06-23,1,GROCERY I,834.0,0
310080,2013-06-24,1,GROCERY I,1884.0,0
311862,2013-06-25,1,GROCERY I,2127.0,0
313644,2013-06-26,1,GROCERY I,2227.0,0
315426,2013-06-27,1,GROCERY I,1727.0,0
317208,2013-06-28,1,GROCERY I,1994.0,0
318990,2013-06-29,1,GROCERY I,1926.0,0
320772,2013-06-30,1,GROCERY I,774.0,0
322554,2013-07-01,1,GROCERY I,2235.0,0
324336,2013-07-02,1,GROCERY I,2083.0,0
326118,2013-07-03,1,GROCERY I,2587.0,0
327900,2013-07-04,1,GROCERY I,1884.0,0
329682,2013-07-05,1,GROCERY I,2052.0,0
331464,2013-07-06,1,GROCERY I,1768.0,0
333246,2013-07-07,1,GROCERY I,864.0,0
335028,2013-07-08,1,GROCERY I,2116.0,0
336810,2013-07-09,1,GROCERY I,1926.0,0
338592,2013-07-10,1,GROCERY I,2609.0,0
340374,2013-07-11,1,GROCERY I,1735.0,0
342156,2013-07-12,1,GROCERY I,1990.0,0
343938,2013-07-13,1,GROCERY I,1950.0,0
345720,2013-07-14,1,GROCERY I,699.0,0
347502,2013-07-15,1,GROCERY I,2100.0,0
349284,2013-07-16,1,GROCERY I,2357.0,0
351066,2013-07-17,1,GROCERY I,2154.0,0
352848,2013-07-18,1,GROCERY I,1826.0,0
354630,2013-07-19,1,GROCERY I,1895.0,0
356412,2013-07-20,1,GROCERY I,1840.0,0
358194,2013-07-21,1,GROCERY I,735.0,0
359976,2013-07-22,1,GROCERY I,1824.0,0
361758,2013-07-23,1,GROCERY I,2225.0,0
363540,2013-07-24,1,GROCERY I,2004.0,0
365322,2013-07-25,1,GROCERY I,1849.0,0
367104,2013-07-26,1,GROCERY I,1912.0,0
368886,2013-07-27,1,GROCERY I,1768.0,0
370668,2013-07-28,1,GROCERY I,690.0,0
372450,2013-07-29,1,GROCERY I,2155.0,0
374232,2013-07-30,1,GROCERY I,1673.0,0
376014,2013-07-31,1,GROCERY I,2232.0,0
377796,2013-08-01,1,GROCERY I,2453.0,0
379578,2013-08-02,1,GROCERY I,1836.0,0
381360,2013-08-03,1,GROCERY I,2038.0,0
383142,2013-08-04,1,GROCERY I,704.0,0
384924,2013-08-05,1,GROCERY I,2219.0,0
386706,2013-08-06,1,GROCERY I,1903.0,0
388488,2013-08-07,1,GROCERY I,2155.0,0
390270,2013-08-08,1,GROCERY I,1658.0,0
392052,2013-08-09,1,GROCERY I,2039.0,0
393834,2013-08-10,1,GROCERY I,1315.0,0
395616,2013-08-11,1,GROCERY I,664.0,0
397398,2013-08-12,1,GROCERY I,2121.0,0
399180,2013-08-13,1,GROCERY I,1752.0,0
400962,2013-08-14,1,GROCERY I,2157.0,0
402744,2013-08-15,1,GROCERY I,1811.0,0
404526,2013-08-16,1,GROCERY I,1898.0,0
406308,2013-08-17,1,GROCERY I,1801.0,0
408090,2013-08-18,1,GROCERY I,689.0,0
409872,2013-08-19,1,GROCERY I,1743.0,0
411654,2013-08-20,1,GROCERY I,1817.0,0
413436,2013-08-21,1,GROCERY I,2154.0,0
415218,2013-08-22,1,GROCERY I,1676.0,0
417000,2013-08-23,1,GROCERY I,2032.0,0
418782,2013-08-24,1,GROCERY I,1667.0,0
420564,2013-08-25,1,GROCERY I,813.0,0
422346,2013-08-26,1,GROCERY I,1863.0,0
424128,2013-08-27,1,GROCERY I,2118.0,0
425910,2013-08-28,1,GROCERY I,2231.0,0
427692,2013-08-29,1,GROCERY I,1723.0,0
429474,2013-08-30,1,GROCERY I,1943.0,0
431256,2013-08-31,1,GROCERY I,1897.0,0
433038,2013-09-01,1,GROCERY I,992.0,0
434820,2013-09-02,1,GROCERY I,1952.0,0
436602,2013-09-03,1,GROCERY I,1885.0,0
438384,2013-09-04,1,GROCERY I,2460.0,0
440166,2013-09-05,1,GROCERY I,1809.0,0
441948,2013-09-06,1,GROCERY I,2050.0,0
443730,2013-09-07,1,GROCERY I,2002.0,0
445512,2013-09-08,1,GROCERY I,888.0,0
447294,2013-09-09,1,GROCERY I,1964.0,0
449076,2013-09-10,1,GROCERY I,1748.0,0
450858,2013-09-11,1,GROCERY I,2356.0,0
452640,2013-09-12,1,GROCERY I,2145.0,0
454422,2013-09-13,1,GROCERY I,2184.0,0
456204,2013-09-14,1,GROCERY I,1834.0,0
457986,2013-09-15,1,GROCERY I,977.0,0
459768,2013-09-16,1,GROCERY I,2054.0,0
461550,2013-09-17,1,GROCERY I,1783.0,0
463332,2013-09-18,1,GROCERY I,2054.0,0
465114,2013-09-19,1,GROCERY I,1837.0,0
466896,2013-09-20,1,GROCERY I,1720.0,0
468678,2013-09-21,1,GROCERY I,2017.0,0
470460,2013-09-22,1,GROCERY I,779.0,0
472242,2013-09-23,1,GROCERY I,1935.0,0
474024,2013-09-24,1,GROCERY I,1992.0,0
475806,2013-09-25,1,GROCERY I,2248.0,0
477588,2013-09-26,1,GROCERY I,1721.0,0
479370,2013-09-27,1,GROCERY I,1932.0,0
481152,2013-09-28,1,GROCERY I,1821.0,0
482934,2013-09-29,1,GROCERY I,977.0,0
484716,2013-09-30,1,GROCERY I,1989.0,0
486498,2013-10-01,1,GROCERY I,2820.0,0
488280,2013-10-02,1,GROCERY I,2731.0,0
490062,2013-10-03,1,GROCERY I,1929.0,0
491844,2013-10-04,1,GROCERY I,2192.0,0
493626,2013-10-05,1,GROCERY I,1934.0,0
495408,2013-10-06,1,GROCERY I,914.0,0
497190,2013-10-07,1,GROCERY I,2124.0,0
498972,2013-10-08,1,GROCERY I,2189.0,0
500754,2013-10-09,1,GROCERY I,2289.0,0
502536,2013-10-10,1,GROCERY I,1898.0,0
504318,2013-10-11,1,GROCERY I,1239.0,0
506100,2013-10-12,1,GROCERY I,1428.0,0
507882,2013-10-13,1,GROCERY I,850.0,0
509664,2013-10-14,1,GROCERY I,2031.0,0
511446,2013-10-15,1,GROCERY I,2082.0,0
513228,2013-10-16,1,GROCERY I,2155.0,0
515010,2013-10-17,1,GROCERY I,2129.0,0
516792,2013-10-18,1,GROCERY I,2014.0,0
518574,2013-10-19,1,GROCERY I,2082.0,0
520356,2013-10-20,1,GROCERY I,946.0,0
522138,2013-10-21,1,GROCERY I,2094.0,0
523920,2013-10-22,1,GROCERY I,2416.0,0
525702,2013-10-23,1,GROCERY I,2437.0,0
527484,2013-10-24,1,GROCERY I,1767.0,0
529266,2013-10-25,1,GROCERY I,1946.0,0
531048,2013-10-26,1,GROCERY I,1965.0,0
532830,2013-10-27,1,GROCERY I,1027.0,0
534612,2013-10-28,1,GROCERY I,2046.0,0
536394,2013-10-29,1,GROCERY I,2231.0,0
538176,2013-10-30,1,GROCERY I,2374.0,0
539958,2013-10-31,1,GROCERY I,1833.0,0
541740,2013-11-01,1,GROCERY I,2256.0,0
543522,2013-11-02,1,GROCERY I,1894.0,0
545304,2013-11-03,1,GROCERY I,996.0,0
547086,2013-11-04,1,GROCERY I,2327.0,0
548868,2013-11-05,1,GROCERY I,2364.0,0
550650,2013-11-06,1,GROCERY I,2458.0,0
552432,2013-11-07,1,GROCERY I,1936.0,0
554214,2013-11-08,1,GROCERY I,2149.0,0
555996,2013-11-09,1,GROCERY I,2040.0,0
557778,2013-11-10,1,GROCERY I,968.0,0
559560,2013-11-11,1,GROCERY I,2097.0,0
561342,2013-11-12,1,GROCERY I,1955.0,0
563124,2013-11-13,1,GROCERY I,2910.0,0
564906,2013-11-14,1,GROCERY I,2133.0,0
566688,2013-11-15,1,GROCERY I,1848.0,0
568470,2013-11-16,1,GROCERY I,1976.0,0
570252,2013-11-17,1,GROCERY I,800.0,0
572034,2013-11-18,1,GROCERY I,2179.0,0
573816,2013-11-19,1,GROCERY I,2471.0,0
575598,2013-11-20,1,GROCERY I,2530.0,0
577380,2013-11-21,1,GROCERY I,1938.0,0
579162,2013-11-22,1,GROCERY I,2108.0,0
580944,2013-11-23,1,GROCERY I,1939.0,0
582726,2013-11-24,1,GROCERY I,790.0,0
584508,2013-11-25,1,GROCERY I,2492.0,0
586290,2013-11-26,1,GROCERY I,2138.0,0
588072,2013-11-27,1,GROCERY I,2454.0,0
589854,2013-11-28,1,GROCERY I,1852.0,0
591636,2013-11-29,1,GROCERY I,1931.0,0
593418,2013-11-30,1,GROCERY I,2071.0,0
595200,2013-12-01,1,GROCERY I,1034.0,0
596982,2013-12-02,1,GROCERY I,2285.0,0
598764,2013-12-03,1,GROCERY I,2400.0,0
600546,2013-12-04,1,GROCERY I,4311.0,0
602328,2013-12-05,1,GROCERY I,2025.0,0
604110,2013-12-06,1,GROCERY I,817.0,0
605892,2013-12-07,1,GROCERY I,1815.0,0
607674,2013-12-08,1,GROCERY I,921.0,0
609456,2013-12-09,1,GROCERY I,2347.0,0
611238,2013-12-10,1,GROCERY I,2835.0,0
613020,2013-12-11,1,GROCERY I,3833.0,0
614802,2013-12-12,1,GROCERY I,3660.0,0
616584,2013-12-13,1,GROCERY I,2546.0,0
618366,2013-12-14,1,GROCERY I,2331.0,0
620148,2013-12-15,1,GROCERY I,1167.0,0
621930,2013-12-16,1,GROCERY I,2679.0,0
623712,2013-12-17,1,GROCERY I,2713.0,0
625494,2013-12-18,1,GROCERY I,3702.0,0
627276,2013-12-19,1,GROCERY I,3030.0,0
629058,2013-12-20,1,GROCERY I,3972.0,0
630840,2013-12-21,1,GROCERY I,2916.0,0
632622,2013-12-22,1,GROCERY I,2136.0,0
634404,2013-12-23,1,GROCERY I,4367.0,0
636186,2013-12-24,1,GROCERY I,3036.0,0
637968,2013-12-26,1,GROCERY I,2052.0,0
639750,2013-12-27,1,GROCERY I,2152.0,0
641532,2013-12-28,1,GROCERY I,1323.0,0
643314,2013-12-29,1,GROCERY I,529.0,0
645096,2013-12-30,1,GROCERY I,1485.0,0
646878,2013-12-31,1,GROCERY I,1490.0,0
648660,2014-01-01,1,GROCERY I,0.0,0
650442,2014-01-02,1,GROCERY I,2441.0,0
652224,2014-01-03,1,GROCERY I,2117.0,0
654006,2014-01-04,1,GROCERY I,2233.0,0
655788,2014-01-05,1,GROCERY I,960.0,0
657570,2014-01-06,1,GROCERY I,2157.0,0
659352,2014-01-07,1,GROCERY I,2077.0,0
661134,2014-01-08,1,GROCERY I,2728.0,0
662916,2014-01-09,1,GROCERY I,2059.0,0
664698,2014-01-10,1,GROCERY I,1984.0,0
666480,2014-01-11,1,GROCERY I,2100.0,0
668262,2014-01-12,1,GROCERY I,893.0,0
670044,2014-01-13,1,GROCERY I,2140.0,0
671826,2014-01-14,1,GROCERY I,1980.0,0
673608,2014-01-15,1,GROCERY I,2774.0,0
675390,2014-01-16,1,GROCERY I,1766.0,0
677172,2014-01-17,1,GROCERY I,2018.0,0
678954,2014-01-18,1,GROCERY I,2026.0,0
680736,2014-01-19,1,GROCERY I,924.0,0
682518,2014-01-20,1,GROCERY I,2013.0,0
684300,2014-01-21,1,GROCERY I,2290.0,0
686082,2014-01-22,1,GROCERY I,2370.0,0
687864,2014-01-23,1,GROCERY I,1897.0,0
689646,2014-01-24,1,GROCERY I,2183.0,0
691428,2014-01-25,1,GROCERY I,1779.0,0
693210,2014-01-26,1,GROCERY I,1013.0,0
694992,2014-01-27,1,GROCERY I,2085.0,0
696774,2014-01-28,1,GROCERY I,1948.0,0
698556,2014-01-29,1,GROCERY I,2514.0,0
700338,2014-01-30,1,GROCERY I,1719.0,0
702120,2014-01-31,1,GROCERY I,2059.0,0
703902,2014-02-01,1,GROCERY I,2299.0,0
705684,2014-02-02,1,GROCERY I,899.0,0
707466,2014-02-03,1,GROCERY I,2175.0,0
709248,2014-02-04,1,GROCERY I,1917.0,0
711030,2014-02-05,1,GROCERY I,2888.0,0
712812,2014-02-06,1,GROCERY I,1923.0,0
714594,2014-02-07,1,GROCERY I,1985.0,0
716376,2014-02-08,1,GROCERY I,1913.0,0
718158,2014-02-09,1,GROCERY I,838.0,0
719940,2014-02-10,1,GROCERY I,2165.0,0
721722,2014-02-11,1,GROCERY I,2240.0,0
723504,2014-02-12,1,GROCERY I,2656.0,0
725286,2014-02-13,1,GROCERY I,1904.0,0
727068,2014-02-14,1,GROCERY I,2107.0,0
728850,2014-02-15,1,GROCERY I,2215.0,0
730632,2014-02-16,1,GROCERY I,1015.0,0
732414,2014-02-17,1,GROCERY I,2023.0,0
734196,2014-02-18,1,GROCERY I,2425.0,0
735978,2014-02-19,1,GROCERY I,2319.0,0
737760,2014-02-20,1,GROCERY I,1931.0,0
739542,2014-02-21,1,GROCERY I,1942.0,0
741324,2014-02-22,1,GROCERY I,2088.0,0
743106,2014-02-23,1,GROCERY I,784.0,0
744888,2014-02-24,1,GROCERY I,2187.0,0
746670,2014-02-25,1,GROCERY I,2012.0,0
748452,2014-02-26,1,GROCERY I,2140.0,0
750234,2014-02-27,1,GROCERY I,1649.0,0
752016,2014-02-28,1,GROCERY I,2002.0,0
753798,2014-03-01,1,GROCERY I,1845.0,0
755580,2014-03-02,1,GROCERY I,444.0,0
757362,2014-03-03,1,GROCERY I,558.0,0
759144,2014-03-04,1,GROCERY I,740.0,0
760926,2014-03-05,1,GROCERY I,2750.0,0
762708,2014-03-06,1,GROCERY I,2342.0,0
764490,2014-03-07,1,GROCERY I,2979.0,0
766272,2014-03-08,1,GROCERY I,2136.0,0
768054,2014-03-09,1,GROCERY I,1129.0,0
769836,2014-03-10,1,GROCERY I,2265.0,0
